game_id,week,home_team,away_team,went_ot,home_shots,away_shots,home_xg,away_xg,home_max_xg,away_max_xg,home_goals,away_goals,home_assists,away_assists,home_penalties_committed,away_penalties_committed,home_penalties_drawn,away_penalties_drawn,home_penalty_minutes,away_penalty_minutes,home_pp_opportunities,away_pp_opportunities,home_pp_minutes,away_pp_minutes,home_pp_goals,away_pp_goals,home_pp_xg,away_pp_xg
339,23,France,Ukraine,1,32,36,4.0999,2.9881,0.2437,0.1403,3,2,4,2,6,12,12,6,12,24,12,6,24,12,1,0,1.7632,1.2329
340,23,Austria,Latvia,0,31,22,3.1043,2.0647,0.211,0.143,6,0,10,0,3,6,6,3,6,12,6,3,12,6,1,0,0.7538,0.4978
341,23,Poland,Lithuania,0,27,16,2.7592,1.6392,0.1419,0.1367,0,2,0,4,3,3,3,3,6,6,3,3,6,6,0,0,0.8409,0.4056
342,23,China,Japan,0,27,23,3.3988,2.0473,0.2194,0.1355,3,4,2,8,3,7,7,3,6,14,7,3,14,6,2,0,1.8604,0.4064
343,23,Finland,Czech Republic,1,31,27,3.6175,3.1484,0.2288,0.2232,4,3,8,4,8,8,8,8,16,16,8,8,16,16,1,0,1.7442,0.4054
344,23,Hungary,Spain,1,39,34,4.2037,3.6412,0.2347,0.1791,3,2,4,4,6,8,8,6,12,16,8,6,16,12,1,0,1.0568,0.5099
345,23,Denmark,South Korea,0,25,23,2.9541,2.7475,0.1669,0.1581,4,1,8,2,4,4,4,4,8,8,4,4,8,8,0,1,0.3267,0.4626
346,24,Austria,Switzerland,0,31,22,3.6294,2.1674,0.1725,0.204,0,2,0,4,7,4,4,7,14,8,4,7,8,14,0,2,1.0001,0.9942
347,24,Russia,Germany,1,47,48,5.7572,4.6318,0.1721,0.2316,4,3,7,4,10,7,7,10,23,16,7,10,16,23,1,1,1.9569,1.153
348,24,Czech Republic,Italy,0,24,24,2.768,2.0236,0.2429,0.1393,5,0,6,0,5,3,3,5,12,6,3,5,6,12,0,0,0.3947,0.5261
349,24,United States,Slovenia,0,24,20,2.4186,1.482,0.1715,0.1002,2,3,3,4,3,2,2,3,6,4,2,3,4,6,0,0,0,0
350,24,China,Finland,1,30,31,3.7706,3.0878,0.2078,0.2174,7,6,12,11,5,13,13,5,10,26,13,5,26,10,3,2,2.0106,1.0469
351,24,Norway,Great Britain,0,24,25,2.3984,3.1761,0.1816,0.1592,3,5,4,8,6,3,3,6,15,6,3,6,6,15,0,2,0.2959,2.0959
352,24,Hungary,Japan,0,33,21,3.7618,2.5393,0.2257,0.2295,0,2,0,3,5,9,9,5,10,20,9,5,20,10,0,0,0.607,0.6267
353,24,Denmark,Slovakia,0,41,19,5.0524,1.7793,0.1589,0.1333,5,4,8,6,5,9,9,5,10,18,9,5,18,10,2,1,2.4202,0.5154
354,24,Lithuania,Belarus,0,26,18,3.6415,1.5316,0.2282,0.1339,4,1,7,1,4,10,10,4,8,20,10,4,20,8,2,0,1.1117,0.3474
355,24,Spain,Poland,0,44,25,6.4507,3.0676,0.2541,0.208,6,4,12,7,10,15,15,10,20,32,15,10,32,20,2,1,2.7942,0.9424
356,24,South Korea,Latvia,0,21,28,2.3346,3.5647,0.1537,0.163,2,3,2,6,6,3,3,6,12,6,3,6,6,12,0,2,0.6135,1.8798
357,24,Canada,Ukraine,0,22,34,2.3814,4.6299,0.1575,0.2177,1,5,2,7,13,9,9,13,26,18,9,13,18,26,1,5,0.8796,3.3133
358,24,Croatia,Estonia,0,28,14,3.5861,1.3691,0.2152,0.1619,5,4,10,8,8,5,5,8,16,13,5,8,13,16,4,0,1.4682,0
359,24,Kazakhstan,Belgium,0,26,20,3.1633,1.8034,0.1919,0.209,5,4,6,7,5,7,7,5,10,14,7,5,14,10,2,0,1.694,0.1238
360,24,Sweden,Romania,0,39,15,4.5265,1.3728,0.1815,0.1633,1,2,2,3,7,5,5,7,14,12,5,7,12,14,1,0,0.9329,0.2659
361,24,France,Netherlands,0,39,15,5.3846,1.3464,0.2403,0.1478,8,2,10,3,6,10,10,6,12,20,10,6,20,12,2,1,2.7504,0.5237
362,25,Switzerland,Austria,0,20,26,2.0295,2.4648,0.1532,0.1518,2,3,4,4,4,4,4,4,8,8,4,4,8,8,1,2,0.8176,0.7738
363,25,United States,Czech Republic,0,27,29,2.7621,4.1201,0.1679,0.2493,3,4,6,7,9,5,5,9,18,10,5,9,10,18,2,3,1.2473,2.5863
364,25,Hungary,China,0,29,17,2.3356,1.8687,0.1608,0.1725,2,1,2,2,9,6,6,9,18,12,6,9,12,18,0,0,0.3088,0
365,25,Russia,Sweden,1,27,54,2.7247,5.9656,0.2122,0.1743,4,5,6,6,10,6,6,10,20,12,6,10,12,20,0,0,0.3963,1.9524
366,25,Finland,Estonia,0,28,21,3.9607,2.3761,0.195,0.1472,2,1,4,1,9,6,6,9,18,14,6,9,14,18,0,0,0.8768,0.9607
367,25,Latvia,Germany,0,22,34,3.2878,4.3976,0.2459,0.239,0,4,0,6,9,6,6,9,18,12,6,9,12,18,0,2,1.8544,2.7609
368,25,Ukraine,Italy,1,28,18,2.6397,1.8208,0.1456,0.2044,1,0,2,0,5,9,9,5,10,21,9,5,21,10,0,0,0.2784,0.6721
369,25,Slovakia,Great Britain,0,23,17,2.6211,1.8762,0.2136,0.1627,2,3,4,4,4,5,5,4,8,10,5,4,10,8,0,0,0.8836,0.6479
370,25,Canada,Belarus,0,27,18,2.7165,1.9331,0.1549,0.1448,6,3,8,3,4,4,4,4,8,8,4,4,8,8,2,1,0.6073,0.8492
371,25,Belgium,South Korea,1,22,33,2.3557,4.2754,0.163,0.1984,4,3,5,5,5,5,5,5,10,10,5,5,10,10,0,3,0.8675,1.9047
372,25,Slovenia,Lithuania,1,33,28,2.8806,3.2184,0.2137,0.2188,3,4,4,6,7,5,5,7,14,10,5,7,10,14,0,3,0.3865,1.6569
373,25,Kazakhstan,Poland,0,30,24,3.5031,2.8453,0.23,0.167,4,3,6,4,4,9,9,4,8,18,9,4,18,8,2,0,1.6377,1.2339
374,25,France,Croatia,0,16,26,2.0425,2.9395,0.1676,0.2195,3,2,4,4,12,7,7,12,24,14,7,12,14,24,1,2,0.4519,1.4277
375,25,Norway,Netherlands,1,34,24,3.5039,3.0229,0.1526,0.2122,3,2,4,3,12,8,8,12,29,16,8,12,16,29,1,1,1.8248,2.058
376,25,Japan,Spain,0,39,26,5.3285,2.8536,0.2386,0.1662,4,1,7,2,7,10,10,7,14,23,10,7,23,14,1,1,2.4981,1.9516
377,25,Romania,Denmark,0,28,18,3.5807,1.933,0.1556,0.174,4,3,5,3,1,8,8,1,2,16,8,1,16,2,1,0,1.4708,0
378,26,Russia,United States,0,30,21,3.4527,2.4189,0.1821,0.2067,2,1,3,2,7,8,8,7,16,16,8,7,16,16,0,1,1.1866,0.678
379,26,Poland,Japan,0,23,28,2.3729,3.4105,0.1668,0.2343,2,4,4,6,10,2,2,10,20,4,2,10,4,20,0,3,0.1647,1.4538
380,26,Belarus,Norway,0,26,29,3.2596,2.6656,0.2222,0.1463,6,5,6,10,6,6,6,6,12,12,6,6,12,12,2,0,0.7136,0.6147
381,26,Great Britain,China,1,43,37,4.2511,3.8219,0.2153,0.207,3,2,5,1,8,6,6,8,18,12,6,8,12,18,2,0,1.3648,1.0596
382,26,Spain,Switzerland,1,25,23,2.831,2.6498,0.1725,0.1663,3,2,4,4,6,4,4,6,12,8,4,6,8,12,1,0,0.7452,0.8755
383,26,Slovenia,Romania,0,23,36,2.1939,3.9791,0.1547,0.1746,2,1,4,2,4,7,7,4,8,14,7,4,14,8,1,0,0.4557,1.2815
384,26,Denmark,Austria,0,32,32,3.2087,3.3088,0.1455,0.133,9,4,16,7,4,5,5,4,8,10,5,4,10,8,7,1,1.4355,0.9072
385,26,Sweden,Finland,1,34,36,4.6026,3.7517,0.2586,0.2112,7,6,13,7,7,12,12,7,14,24,12,7,24,14,7,0,2.7371,1.1974
386,26,Lithuania,Slovakia,0,27,17,3.5541,1.0707,0.2289,0.1164,5,1,9,1,1,6,6,1,2,12,6,1,12,2,1,1,1.8579,0.1164
387,26,Czech Republic,Latvia,0,19,28,2.1589,3.3682,0.171,0.2221,1,3,1,5,8,3,3,8,18,6,3,8,6,18,1,1,0.5129,1.7786
388,26,South Korea,Kazakhstan,0,19,23,2.1794,2.5575,0.2443,0.1874,2,1,4,1,2,4,4,2,4,8,4,2,8,4,1,0,0.4036,0
389,26,Italy,Ukraine,0,25,21,2.5844,2.1917,0.2066,0.1411,5,0,7,0,7,7,7,7,14,14,7,7,14,14,3,0,1.4086,1.1669
390,26,Croatia,Hungary,0,25,22,3.6283,2.4351,0.2464,0.2173,6,4,10,6,4,11,11,4,8,24,11,4,24,8,3,1,2.2997,0.5724
391,26,Netherlands,Germany,0,22,31,2.7023,3.2031,0.1584,0.1716,4,3,6,5,3,7,7,3,6,14,7,3,14,6,3,1,1.2327,0.8923
392,26,France,Belgium,0,26,25,3.8854,2.365,0.2651,0.1454,3,1,6,1,6,10,10,6,12,20,10,6,20,12,0,1,1.8244,0.7617
393,26,Estonia,Canada,0,26,23,2.8561,2.7867,0.2052,0.2328,1,2,1,4,9,7,7,9,18,14,7,9,14,18,0,1,1.0318,1.0434
394,27,Czech Republic,Poland,0,47,15,7.3472,1.1985,0.2605,0.1299,5,3,8,2,3,16,16,3,6,35,16,3,35,6,3,0,4.4973,0.1299
395,27,Netherlands,China,0,23,23,2.5465,2.0273,0.1701,0.1406,4,1,6,2,3,7,7,3,6,14,7,3,14,6,1,0,1.3238,0.2811
396,27,Latvia,Kazakhstan,0,25,26,2.669,2.7563,0.1538,0.2214,1,3,2,6,6,3,3,6,12,6,3,6,6,12,0,2,0.7392,1.3622
397,27,Japan,Hungary,0,20,23,2.1365,2.4589,0.1545,0.1472,2,0,4,0,5,2,2,5,10,6,2,5,6,10,0,0,0.1545,1.1041
398,27,Romania,Finland,0,29,34,3.5508,4.0376,0.1903,0.2285,2,3,4,3,10,8,8,10,20,16,8,10,16,20,0,0,0.7751,1.4442
399,27,Belarus,Switzerland,0,35,27,4.1599,3.1933,0.2151,0.2226,6,1,7,1,12,13,13,12,26,26,13,12,26,26,2,1,1.9845,1.8229
400,27,Slovakia,Norway,0,31,35,3.5075,3.7251,0.2055,0.2147,2,6,3,7,5,10,10,5,10,20,10,5,20,10,0,3,1.5425,1.0075
401,27,Estonia,Croatia,0,25,30,2.9421,3.388,0.2179,0.1909,2,1,4,2,4,10,10,4,8,20,10,4,20,8,1,0,1.9176,0.4363
402,27,Sweden,Denmark,0,28,24,3.3837,2.9469,0.1916,0.2238,2,3,2,6,14,4,4,14,28,8,4,14,8,28,0,1,0.6149,1.2661
403,27,Canada,Austria,0,23,20,2.2471,1.8911,0.2025,0.1378,4,1,7,1,4,6,6,4,8,12,6,4,12,8,2,0,1.0469,0.4087
404,27,Spain,United States,1,55,59,7.4111,6.4452,0.2518,0.2277,5,6,7,7,17,20,20,17,36,42,20,17,42,36,3,1,4.1718,2.3435
405,27,Germany,Lithuania,0,22,27,2.111,3.198,0.1398,0.17,1,4,1,8,7,3,3,7,14,6,3,7,6,14,0,2,0.6986,1.4602
406,27,Slovenia,Russia,0,47,25,4.1005,2.4637,0.2195,0.1613,2,1,4,2,3,4,4,3,6,8,4,3,8,6,0,0,0.9229,0.3055
407,27,South Korea,Italy,1,18,20,2.3607,2.0549,0.1819,0.1499,3,2,5,3,6,4,4,6,12,8,4,6,8,12,0,2,0.1622,0.853
408,27,Belgium,Ukraine,0,23,17,2.3332,1.9544,0.2249,0.2445,3,1,4,2,8,7,7,8,16,16,7,8,16,16,1,0,0.9913,0.7744
409,27,France,Great Britain,0,27,29,3.0473,3.0141,0.1625,0.1657,4,3,5,6,9,4,4,9,18,8,4,9,8,18,0,2,0.4749,0.92
410,28,Hungary,Switzerland,0,30,18,3.9095,1.9491,0.2283,0.2292,1,3,2,0,6,10,10,6,12,20,10,6,20,12,1,1,1.9753,0.4957
411,28,Spain,Latvia,1,35,28,3.4125,3.4174,0.2347,0.1564,2,3,4,4,10,6,6,10,20,12,6,10,12,20,0,0,1.0197,1.3502
412,28,France,United States,0,23,15,2.9771,1.1681,0.1856,0.115,4,1,7,1,2,6,6,2,4,12,6,2,12,4,1,1,0.7145,0.3413
413,28,Canada,Russia,0,35,33,4.0568,3.7615,0.232,0.2287,5,4,8,3,7,7,7,7,16,16,7,7,16,16,1,2,1.0069,1.1812
414,28,Belgium,Great Britain,0,19,16,1.9118,1.8424,0.1691,0.2294,1,2,0,4,7,1,1,7,14,2,1,7,2,14,1,0,0.1691,0.7362
415,28,Belarus,Finland,1,25,36,2.8266,3.6924,0.1662,0.1503,5,6,8,9,7,7,7,7,17,14,7,7,14,17,1,2,0.7261,0.2954
416,28,Czech Republic,Austria,1,38,43,4.1783,4.0999,0.2107,0.1658,3,4,5,8,8,8,8,8,16,16,8,8,16,16,1,0,1.7303,0.9364
417,28,China,Poland,0,23,22,3.0754,2.3449,0.2147,0.2306,4,5,7,7,8,6,6,8,16,12,6,8,12,16,1,1,1.7478,0.6926
418,28,Slovenia,Netherlands,0,25,24,2.3958,2.5026,0.1496,0.2152,5,4,10,7,4,8,8,4,8,16,8,4,16,8,3,0,1.025,0.4995
419,28,Kazakhstan,Ukraine,0,29,23,3.3185,2.5678,0.2241,0.2043,0,1,0,1,8,6,6,8,16,12,6,8,12,16,0,0,0.8878,0.5091
420,28,Estonia,Japan,0,16,21,1.4853,2.3784,0.1425,0.2226,0,4,0,6,7,6,6,7,14,12,6,7,12,14,0,1,0.5813,0.4322
421,28,Romania,Slovakia,1,33,33,3.9732,2.9172,0.2354,0.1389,3,2,5,2,6,12,12,6,12,24,12,6,24,12,1,0,1.6241,1.0915
422,28,Italy,South Korea,0,21,26,2.1335,3.0111,0.1504,0.2301,2,1,3,2,3,3,3,3,6,6,3,3,6,6,1,1,0.5709,0.5557
423,28,Sweden,Germany,1,36,27,4.1071,2.6832,0.1651,0.2244,1,2,1,3,10,6,6,10,20,12,6,10,12,20,0,1,0.7192,1.2154
424,28,Norway,Croatia,0,23,14,2.4674,1.5459,0.1572,0.2249,4,1,7,0,7,5,5,7,14,10,5,7,10,14,1,0,0.4458,0.7572
425,28,Denmark,Lithuania,0,24,25,2.9147,2.712,0.2194,0.1518,2,4,4,7,8,10,10,8,16,20,10,8,20,16,0,2,1.2791,1.3255
426,29,Germany,Czech Republic,0,25,28,2.2009,3.8523,0.1647,0.189,5,6,7,10,9,4,4,9,18,8,4,9,8,18,1,3,0.1501,1.8313
427,29,Russia,Croatia,0,24,30,2.7007,3.6206,0.2065,0.2268,4,5,6,8,7,0,0,7,14,0,0,7,0,14,0,2,0,2.1323
428,29,Belarus,Italy,1,24,29,2.7222,2.8074,0.1618,0.1425,2,1,3,2,7,4,4,7,14,8,4,7,8,14,1,0,0.4673,1.1019
429,29,France,Switzerland,0,21,18,3.1353,1.7207,0.2429,0.1329,3,0,4,0,6,7,7,6,12,14,7,6,14,12,0,0,1.648,0.7103
430,29,Kazakhstan,Japan,0,29,19,2.8598,2.4264,0.2294,0.2198,3,2,4,3,7,5,5,7,14,10,5,7,10,14,1,1,0.9886,1.0253
431,29,Netherlands,Poland,0,20,22,3.0588,2.2084,0.2378,0.157,2,3,2,6,3,11,11,3,6,25,11,3,25,6,2,1,2.1512,0.9443
432,29,Finland,Slovenia,0,30,29,3.1917,3.4662,0.1821,0.2266,0,1,0,2,9,1,1,9,18,2,1,9,2,18,0,1,0,1.9923
433,29,Denmark,Hungary,0,22,21,2.5451,2.3029,0.1745,0.1593,3,0,3,0,2,4,4,2,4,8,4,2,8,4,1,0,0.3409,0.308
434,29,United States,Sweden,1,29,34,2.7645,3.4359,0.1736,0.175,4,3,5,5,7,7,7,7,14,14,7,7,14,14,2,1,1.2525,0.5249
435,29,Estonia,Romania,0,25,31,2.7986,4.2818,0.1452,0.2622,3,5,5,7,9,4,4,9,18,8,4,9,8,18,2,3,0.9766,2.2716
436,29,China,Spain,0,30,33,3.3062,2.8292,0.1636,0.1818,2,4,3,6,4,7,7,4,8,14,7,4,14,8,0,0,1.3487,0.3459
437,29,Austria,Canada,0,28,35,2.585,3.6585,0.171,0.222,1,2,2,3,12,3,3,12,24,6,3,12,6,24,0,1,0.1482,1.8634
438,29,South Korea,Belgium,0,23,25,2.8355,2.7061,0.2491,0.1692,3,2,5,1,3,4,4,3,6,8,4,3,8,6,0,1,0.8554,0.6762
439,29,Ukraine,Slovakia,0,28,31,2.8033,2.2486,0.1993,0.136,3,1,4,2,3,7,7,3,8,14,7,3,14,8,1,0,1.1074,0.227
440,29,Lithuania,Latvia,0,16,14,1.4619,1.2687,0.141,0.1303,1,0,1,0,2,4,4,2,4,8,4,2,8,4,0,0,0.2809,0.1303
441,30,Russia,China,1,40,46,3.9881,5.2991,0.2494,0.2207,5,6,10,10,13,4,4,13,26,8,4,13,8,26,0,4,0.5204,3.3923
442,30,Slovakia,Latvia,1,24,19,1.7164,2.1395,0.1358,0.1478,0,1,0,1,7,3,3,7,17,6,3,7,6,17,0,0,0,0.7377
443,30,Norway,Japan,0,33,23,3.6259,2.5084,0.2277,0.2223,2,3,3,4,8,9,9,8,18,18,9,8,18,18,2,0,1.2592,0.7326
444,30,Estonia,Slovenia,0,26,22,2.4131,2.4933,0.2055,0.1804,1,3,2,6,9,7,7,9,18,14,7,9,14,18,0,3,0.7674,1.3475
445,30,Switzerland,Netherlands,0,24,19,2.6553,2.3281,0.1568,0.1573,4,2,6,4,8,5,5,8,16,10,5,8,10,16,3,2,1.4309,1.7802
446,30,Croatia,United States,0,32,18,5.2141,1.8836,0.2393,0.1595,4,1,7,1,4,19,19,4,8,38,19,4,38,8,2,1,3.6274,0.9054
447,30,Italy,Hungary,0,19,25,2.0384,2.3037,0.1566,0.1498,4,0,7,0,3,5,5,3,6,10,5,3,10,6,1,0,0.2967,0.4479
448,30,Finland,South Korea,0,33,21,3.8594,2.7187,0.2458,0.2285,2,5,3,9,8,4,4,8,16,8,4,8,8,16,0,0,0.8083,0.8095
449,30,Belarus,Spain,0,20,27,2.4446,2.936,0.1626,0.2385,2,3,3,6,4,5,5,4,8,10,5,4,10,8,2,1,1.2553,1.1239
450,30,France,Great Britain,0,28,34,3.6778,3.6327,0.2522,0.1857,3,1,5,2,7,8,8,7,16,16,8,7,16,16,1,1,1.4173,1.0632
451,30,Austria,Belgium,0,17,25,1.8121,1.9962,0.1486,0.1325,0,3,0,6,6,5,5,6,12,10,5,6,10,12,0,2,0.1486,0.8388
452,30,Canada,Germany,0,17,14,1.9445,1.5082,0.1586,0.1507,2,0,3,0,3,7,7,3,6,14,7,3,14,6,0,0,0.3069,0.5951
453,30,Sweden,Czech Republic,0,38,24,4.1271,2.5295,0.2251,0.1504,3,6,5,9,5,10,10,5,10,20,10,5,20,10,2,2,1.9406,1.1609
454,30,Romania,Ukraine,0,17,23,1.8855,2.7128,0.1701,0.224,0,4,0,6,10,6,6,10,20,12,6,10,12,20,0,1,0.7615,0.8574
455,30,Denmark,Kazakhstan,0,24,27,2.873,3.4582,0.2231,0.2247,2,5,2,9,6,7,7,6,12,14,7,6,14,12,0,3,1.0829,1.9327
456,30,Lithuania,Poland,1,35,24,4.1356,2.4954,0.2352,0.2162,5,4,9,7,10,10,10,10,22,20,10,10,20,22,2,1,1.4244,0.7264
457,31,Spain,Netherlands,0,26,23,2.7787,2.3053,0.1764,0.148,3,4,3,8,6,6,6,6,12,12,6,6,12,12,0,0,0.6179,0.7182
458,31,Hungary,Poland,0,23,22,2.5753,2.3516,0.1577,0.161,2,1,2,2,4,8,8,4,8,16,8,4,16,8,2,0,1.1886,0.8026
459,31,Romania,Ukraine,0,16,25,2.0348,2.4291,0.2397,0.1354,0,4,0,8,5,6,6,5,10,12,6,5,12,10,0,1,1.2068,0.6493
460,31,Italy,Germany,1,22,24,2.6328,2.5813,0.2118,0.1531,2,1,1,2,8,10,10,8,18,25,10,8,25,18,0,0,1.5437,0
461,31,Belgium,Latvia,0,18,28,1.5777,3.3847,0.1469,0.201,2,1,1,2,6,3,3,6,12,6,3,6,6,12,0,0,0.4407,0.4681
462,31,Canada,France,1,30,21,2.7008,2.7506,0.1893,0.2528,2,1,4,1,6,4,4,6,12,8,4,6,8,12,1,1,0.6962,0.7662
463,31,Austria,Kazakhstan,0,21,26,1.888,2.4624,0.1362,0.1499,1,4,1,6,4,1,1,4,8,2,1,4,2,8,0,4,0,1.1562
464,31,Croatia,Sweden,1,37,26,4.188,2.6575,0.1585,0.1629,5,6,7,12,4,8,8,4,8,16,8,4,16,8,4,0,2.3926,0.3159
465,31,Estonia,United States,0,33,16,4.0785,1.6078,0.2121,0.1319,4,2,5,4,4,7,7,4,8,17,7,4,17,8,2,1,1.9029,0.3851
466,31,Slovenia,China,0,36,25,3.4656,2.5921,0.1408,0.1479,4,1,6,2,7,7,7,7,14,14,7,7,14,14,2,1,1.2789,1.297
467,31,South Korea,Slovakia,0,26,15,3.2775,1.2763,0.1581,0.1427,4,1,8,2,3,6,6,3,6,12,6,3,12,6,1,0,1.0788,0.1427
468,32,Belgium,United States,0,20,21,2.2687,2.1788,0.2092,0.2167,0,2,0,3,6,4,4,6,12,8,4,6,8,12,0,0,0.3463,0.7102
469,32,Czech Republic,Switzerland,1,51,23,6.4496,2.4724,0.2174,0.1507,5,4,8,6,11,8,8,11,22,18,8,11,18,22,2,2,1.6166,1.1201
470,32,France,Finland,0,14,24,1.814,2.144,0.1691,0.1517,1,2,2,3,6,6,6,6,12,12,6,6,12,12,1,0,0.9462,0.3033
471,32,Sweden,Latvia,1,29,13,2.7665,1.1429,0.1584,0.1032,2,1,2,2,5,7,7,5,10,14,7,5,14,10,0,0,0.6041,0.1032
472,32,Austria,China,0,43,40,4.34,3.0091,0.2357,0.1348,4,1,6,2,4,5,5,4,8,10,5,4,10,8,2,1,1.4379,0.7907
473,32,Ukraine,Russia,0,22,31,2.206,2.9389,0.211,0.2119,3,4,5,6,4,8,8,4,8,16,8,4,16,8,2,2,1.0174,0.754
474,32,Romania,Poland,0,30,40,3.6881,5.0234,0.2633,0.2205,3,8,4,8,10,14,14,10,22,28,14,10,28,22,2,4,1.8645,2.585
475,32,Belarus,Norway,0,27,35,2.9868,3.2136,0.2305,0.2163,2,3,4,5,3,6,6,3,6,12,6,3,12,6,1,0,1.0138,0.4327
476,32,Canada,Great Britain,0,40,25,4.55,2.6,0.2331,0.1468,2,4,4,5,3,6,6,3,6,12,6,3,12,6,1,0,1.1699,0.4219
477,32,Estonia,South Korea,0,22,37,2.2914,4.4748,0.1588,0.17,4,3,5,3,5,3,3,5,10,6,3,5,6,10,3,2,0.9394,0.9104
478,32,Spain,Japan,0,33,20,4.3191,2.0136,0.2476,0.1641,5,3,10,3,3,12,12,3,6,24,12,3,24,6,3,1,2.9179,0.1579
479,32,Denmark,Slovenia,0,27,24,3.6652,2.4108,0.2306,0.1242,6,2,12,4,1,7,7,1,2,14,7,1,14,2,5,0,2.1861,0.3727
480,32,Croatia,Hungary,0,31,20,3.9605,2.3095,0.247,0.1703,3,1,6,2,8,11,11,8,16,25,11,8,25,16,0,0,1.2371,0.459
481,32,Kazakhstan,Italy,0,27,20,2.8322,2.1,0.1593,0.1935,1,0,2,0,4,4,4,4,8,11,4,4,11,8,1,0,0.7859,0.774
482,32,Netherlands,Lithuania,0,11,25,1.1051,2.3892,0.1423,0.1445,2,1,3,2,3,3,3,3,6,6,3,3,6,6,1,0,0.5295,0.5384
483,32,Slovakia,Germany,0,24,34,3.2094,4.6482,0.2278,0.2435,2,5,4,8,10,8,8,10,20,19,8,10,19,20,1,3,2.1726,2.7534
484,33,Switzerland,Norway,0,17,23,1.9612,2.1038,0.1517,0.1422,0,4,0,3,4,7,7,4,8,14,7,4,14,8,0,0,0.8858,0.1422
485,33,Italy,Canada,0,20,33,2.1074,3.6194,0.1512,0.1613,4,1,6,2,6,4,4,6,12,8,4,6,8,12,2,1,0.8308,0.747
486,33,Belgium,Sweden,0,26,16,3.363,1.6951,0.2135,0.1781,6,2,10,4,12,6,6,12,24,12,6,12,12,24,4,2,2.4412,0.5236
487,33,Germany,Romania,1,27,22,3.332,2.598,0.2243,0.1971,4,3,6,4,6,9,9,6,12,18,9,6,18,12,2,1,1.3962,0.3478
488,33,Lithuania,Russia,1,32,28,3.0741,3.096,0.1536,0.1794,5,4,7,7,5,3,3,5,10,6,3,5,6,10,1,1,0.5896,1.0128
489,33,Poland,Estonia,1,27,28,3.1092,3.0843,0.1701,0.2063,3,4,3,4,10,3,3,10,22,6,3,10,6,22,1,1,0.3915,2.105
490,33,Netherlands,Slovenia,0,19,37,2.2268,3.8776,0.173,0.2087,2,3,4,6,10,3,3,10,20,6,3,10,6,20,1,1,0.8599,1.185
491,33,Latvia,South Korea,0,27,32,3.273,3.7621,0.1645,0.1945,2,1,4,2,3,5,5,3,6,10,5,3,10,6,0,0,0.7772,1.0748
492,33,Spain,China,0,30,20,3.013,2.1361,0.2649,0.2276,3,0,6,0,5,6,6,5,10,12,6,5,12,10,1,0,0.8159,0.7856
493,33,France,Slovakia,1,27,28,3.5622,2.4318,0.2247,0.1913,3,4,4,5,12,8,8,12,24,16,8,12,16,24,1,2,1.018,1.2547
494,33,Japan,Hungary,0,28,24,3.6492,2.3452,0.2407,0.1506,3,1,3,2,6,9,9,6,12,20,9,6,20,12,2,0,2.2523,0.7975
495,33,Czech Republic,Great Britain,0,32,25,4.0449,2.5414,0.1916,0.1458,2,3,3,6,4,4,4,4,8,8,4,4,8,8,1,1,0.7103,1.014
496,33,Austria,Finland,0,24,34,2.7389,3.2414,0.2159,0.2341,5,3,7,5,10,8,8,10,20,16,8,10,16,20,1,0,0.4912,1.2274
497,33,Ukraine,Denmark,0,11,20,1.1199,2.3369,0.1521,0.2163,1,0,1,0,4,4,4,4,8,8,4,4,8,8,0,0,0.1253,1.2238
498,33,Belarus,Kazakhstan,1,21,43,2.1561,4.8788,0.1518,0.2125,3,4,6,6,13,7,7,13,29,14,7,13,14,29,1,4,0.3975,3.1145
499,34,Czech Republic,United States,0,27,18,3.9331,1.3811,0.1939,0.1273,3,4,6,7,3,9,9,3,6,18,9,3,18,6,1,1,2.1007,0.1273
500,34,Romania,Hungary,0,20,27,2.4616,3.6273,0.1879,0.2303,1,3,2,6,11,7,7,11,22,14,7,11,14,22,1,2,0.3039,1.9634
501,34,Latvia,Canada,1,23,28,2.6029,2.5904,0.2278,0.1485,3,2,6,4,5,6,6,5,10,12,6,5,12,10,1,0,0.768,0.7261
502,34,Kazakhstan,Belarus,1,30,22,2.7524,2.0304,0.2227,0.1489,2,1,2,2,3,3,3,3,6,6,3,3,6,6,0,0,0.5106,0
503,34,Switzerland,Belgium,0,14,38,1.5388,4.0371,0.1295,0.2016,0,4,0,8,7,2,2,7,17,4,2,7,4,17,0,1,0,2.1556
504,34,Estonia,South Korea,0,16,26,1.5237,2.8173,0.1451,0.1557,1,2,1,4,4,4,4,4,8,8,4,4,8,8,1,0,0.4288,0.4307
505,34,Sweden,Lithuania,1,29,23,2.8828,2.1035,0.1688,0.1954,0,1,0,2,8,5,5,8,16,10,5,8,10,16,0,0,1.2404,0.8417
506,34,Croatia,Japan,1,33,22,4.0299,2.5268,0.231,0.1471,5,4,6,6,7,7,7,7,14,14,7,7,14,14,4,3,1.6747,1.1687
507,34,Denmark,Spain,0,25,28,2.8602,3.5753,0.1676,0.2534,1,4,0,6,6,3,3,6,12,6,3,6,6,12,0,1,0.4667,1.5713
508,34,Norway,Germany,0,32,32,3.9061,3.7825,0.1771,0.1615,5,6,5,8,7,4,4,7,16,8,4,7,8,16,0,4,0.1414,1.8418
